	CONTROLN	TARGET_B
1872	95581	0
1873	150173	0
1874	25595	1
1875	109063	0
1876	121071	0
1877	149865	0
1878	106544	1
1879	28534	0
1880	49344	0
1881	71988	0
1882	60724	0
1883	162052	1
1884	153234	0
1885	9854	0
1886	93554	0
1887	166199	1
1888	127865	1
1889	124195	0
1890	161863	1
1891	18177	0
1892	87592	0
1893	177567	1
1894	18366	0
1895	65241	0
1896	160159	1
1897	65423	1
1898	19068	0
1899	102943	0
1900	43013	0
1901	102548	1
1902	168665	0
1903	65087	1
1904	64028	0
1905	121210	0
1906	115972	1
1907	113222	1
1908	32507	0
1909	116781	0
1910	103990	1
1911	49519	0
1912	61418	0
1913	89434	1
1914	124827	0
1915	145188	1
1916	149918	1
1917	91046	0
1918	34617	1
1919	14224	0
1920	74455	1
1921	190416	0
1922	74994	0
1923	178741	0
1924	80954	1
1925	31856	0
1926	28843	0
1927	4551	0
1928	70181	0
1929	17385	1
1930	22470	0
1931	74438	1
1932	26567	0
1933	43000	0
1934	166864	1
1935	169898	0
1936	103333	1
1937	105075	1
1938	17787	0
1939	102093	1
1940	31145	1
1941	127662	0
1942	6619	1
1943	83319	1
1944	181019	1
1945	180193	0
1946	18954	1
1947	129330	1
1948	19536	1
1949	13477	1
1950	127116	1
1951	28361	0
1952	36394	0
1953	44191	0
1954	119838	1
1955	65880	1
1956	90113	0
1957	131466	0
1958	59294	0
1959	161005	1
1960	40922	0
1961	141285	1
1962	148131	1
1963	14052	1
1964	101235	1
1965	125047	0
1966	30193	1
1967	130702	1
1968	135358	0
1969	10619	1
1970	90626	0
1971	167008	1
1972	18272	0
1973	35127	1
1974	136661	0
1975	177084	0
1976	23500	1
1977	8499	1
1978	106892	1
1979	87871	1
1980	124344	0
1981	173563	1
1982	143773	1
1983	174121	1
1984	59677	0
1985	28392	0
1986	186481	0
1987	111789	0
1988	103756	0
1989	123763	1
1990	96539	0
1991	171116	1
1992	82585	0
1993	179129	1
1994	139594	0
1995	23612	1
1996	16918	0
1997	11440	1
1998	84732	1
1999	160460	1
2000	73257	0
2001	147460	0
2002	73874	0
2003	182093	0
2004	70404	0
2005	82374	0
2006	130490	1
2007	148803	1
2008	74171	1
2009	105683	0
2010	81613	0
2011	63358	1
2012	186597	1
2013	10436	1
2014	184915	1
2015	157675	1
2016	160208	1
2017	49650	1
2018	133169	1
2019	158087	0
2020	152149	0
2021	106664	1
2022	156106	0
2023	35803	0
2024	28704	1
2025	132503	1
2026	161478	0
2027	165090	0
2028	20750	1
2029	95365	0
2030	34336	1
2031	140436	0
2032	26335	1
2033	172877	1
2034	109533	1
2035	136187	0
2036	25632	0
2037	8061	1
2038	161399	0
2039	64873	1
2040	3832	1
2041	183935	0
2042	166140	1
2043	103227	0
2044	107774	0
2045	166254	1
2046	125163	1
2047	14529	1
2048	43813	1
2049	58404	1
2050	14332	1
2051	119495	0
2052	132208	0
2053	140010	1
2054	114572	0
2055	145605	1
2056	59778	0
2057	179216	1
2058	117861	1
2059	175163	0
2060	113083	0
2061	88272	1
2062	160067	1
2063	46719	0
2064	96110	1
2065	156307	1
2066	92421	1
2067	135069	0
2068	151162	0
2069	4679	0
2070	47042	0
2071	7798	1
2072	158635	0
2073	37452	1
2074	71943	1
2075	13727	0
2076	10630	0
2077	81527	0
2078	46173	0
2079	130249	0
2080	35744	1
2081	37557	0
2082	95780	0
2083	69369	0
2084	178946	0
2085	110053	0
2086	25045	0
2087	63184	0
2088	126408	0
2089	134035	0
2090	81537	0
2091	171422	0
2092	91517	1
2093	44794	1
2094	45764	0
2095	25558	0
2096	75609	0
2097	185972	1
2098	190507	1
2099	103903	0
2100	76519	1
2101	112353	0
2102	189137	1
2103	90995	1
2104	85180	1
2105	174620	1
2106	83910	1
2107	13426	1
2108	23975	1
2109	97768	0
2110	132302	1
2111	93565	1
2112	65810	1
2113	173080	1
2114	25171	0
2115	114500	0
2116	86611	1
2117	65804	0
2118	1298	0
2119	187082	1
2120	76860	1
2121	68100	1
2122	166711	1
2123	67913	0
2124	18331	1
2125	124847	0
2126	135033	1
2127	31059	1
2128	27584	1
2129	152716	1
2130	48610	1
2131	167536	0
2132	153966	1
2133	138889	0
2134	147013	1
2135	176950	0
2136	176307	1
2137	9946	0
2138	160333	1
2139	1809	1
2140	98878	0
2141	139898	1
2142	3099	0
2143	105512	0
2144	160909	1
2145	173386	0
2146	170543	1
2147	175670	1
2148	79606	1
2149	102720	1
2150	186168	0
2151	59154	1
2152	141279	1
2153	183604	1
2154	30676	1
2155	141203	0
2156	184882	1
2157	65765	1
2158	10553	1
2159	190251	1
2160	117578	1
2161	124219	0
2162	166736	0
2163	125896	1
2164	18351	1
2165	20612	0
2166	35015	1
2167	169956	0
2168	77350	1
2169	7534	0
2170	35276	1
2171	179581	1
2172	29564	1
2173	81515	0
2174	176198	0
2175	168976	0
2176	98565	0
2177	92986	0
2178	149201	0
2179	155132	1
2180	45681	0
2181	132815	1
2182	76272	0
2183	176185	0
2184	72544	0
2185	84610	1
2186	45588	0
2187	21625	0
2188	56693	0
2189	109961	0
2190	25219	1
2191	42123	1
2192	160652	1
2193	35608	1
2194	17745	0
2195	60605	0
2196	103474	1
2197	148661	1
2198	88279	1
2199	122223	0
2200	46367	1
2201	114568	0
2202	62292	0
2203	167571	1
2204	178778	0
2205	80490	1
2206	29382	1
2207	61829	0
2208	140235	1
2209	73743	1
2210	123907	0
2211	48794	0
2212	85890	0
2213	182532	0
2214	13566	0
2215	179112	0
2216	191716	0
2217	97582	0
2218	100414	1
2219	155623	1
2220	48860	1
2221	54857	0
2222	104935	0
2223	134504	0
2224	159764	0
2225	95829	0
2226	49626	0
2227	3991	0
2228	89209	1
2229	121325	1
2230	88990	0
2231	82488	0
2232	113273	1
2233	7346	0
2234	81152	0
2235	3066	1
2236	20759	1
2237	103490	0
2238	152754	1
2239	110979	1
2240	119356	1
2241	70946	1
2242	79839	0
2243	103387	1
2244	54520	1
2245	31073	1
2246	103090	0
2247	99309	1
2248	165533	0
2249	17064	0
2250	29279	1
2251	6023	1
2252	172756	0
2253	178047	0
2254	174621	0
2255	117446	1
2256	27652	0
2257	126796	0
2258	164024	1
2259	7358	1
2260	66445	1
2261	170097	0
2262	13483	1
2263	127899	1
2264	173904	1
2265	93437	1
2266	150986	0
2267	23263	0
2268	121226	1
2269	41519	1
2270	101924	0
2271	105148	0
2272	66285	1
2273	98115	0
2274	57755	0
2275	181796	1
2276	40834	1
2277	169952	0
2278	158177	1
2279	149183	1
2280	22191	1
2281	158538	1
2282	179760	0
2283	123388	1
2284	85656	0
2285	128742	1
2286	168244	1
2287	34292	1
2288	15586	0
2289	36559	1
2290	25603	0
2291	12226	0
2292	47906	1
2293	43776	1
2294	31212	0
2295	163667	0
2296	138971	0
2297	153755	1
2298	57335	1
2299	7945	0
2300	40	0
2301	148146	1
2302	171805	1
2303	158875	0
2304	87469	1
2305	159394	1
2306	157719	1
2307	101342	0
2308	156880	1
2309	33256	0
2310	83410	1
2311	129985	1
2312	138056	1
2313	50905	0
2314	3480	1
2315	84699	1
2316	178621	1
2317	86458	1
2318	153718	1
2319	113383	0
2320	165283	0
2321	137716	1
2322	120944	1
2323	58398	1
2324	157446	1
2325	184894	0
2326	183340	0
2327	106837	0
2328	61714	1
2329	44067	1
2330	132620	0
2331	68633	0
2332	176471	1
2333	2206	1
2334	127426	0
2335	48740	1
2336	87116	1
2337	175829	1
2338	165869	1
2339	141808	1
2340	76931	1
2341	182282	1
2342	22816	1
2343	77471	1
2344	29708	0
2345	134248	1
2346	90955	0
2347	98560	0
2348	185742	1
2349	73865	1
2350	88296	0
2351	158318	1
2352	47039	0
2353	103952	0
2354	77520	1
2355	6335	0
2356	37890	0
2357	181799	0
2358	12416	1
2359	171666	0
2360	137722	1
2361	170047	1
2362	49897	1
2363	73292	0
2364	12465	0
2365	48296	1
2366	3757	1
2367	109391	1
2368	41804	0
2369	56303	0
2370	21845	1
2371	82741	0
2372	66636	1
2373	58395	1
2374	164882	1
2375	118178	1
2376	187841	0
2377	41481	1
2378	9908	1
2379	174852	0
2380	168168	0
2381	115456	0
2382	99633	0
2383	13580	0
2384	185738	0
2385	9486	1
2386	156218	1
2387	127880	1
2388	164226	1
2389	135741	1
2390	152769	0
2391	177479	0
2392	112643	0
2393	173913	1
2394	131425	0
2395	75054	0
2396	87627	0
2397	13556	0
2398	84688	0
2399	16885	0
2400	33410	0
2401	7511	1
2402	182487	1
2403	118951	1
2404	103485	1
2405	177810	0
2406	100204	1
2407	145302	0
2408	179037	1
2409	25193	0
2410	8894	0
2411	71282	0
2412	24295	0
2413	107754	0
2414	50981	0
2415	38762	0
2416	22466	1
2417	117402	1
2418	140936	0
2419	70465	1
2420	27309	0
2421	188308	1
2422	22656	0
2423	20989	1
2424	144751	1
2425	107618	0
2426	165088	0
2427	25247	1
2428	18199	1
2429	140004	1
2430	152451	0
2431	180589	1
2432	154618	1
2433	1765	1
2434	12148	0
2435	92286	0
2436	114333	0
2437	168711	0
2438	27831	0
2439	33636	1
2440	50731	0
2441	113905	1
2442	80147	0
2443	30709	1
2444	30195	1
2445	88723	0
2446	111919	0
2447	727	1
2448	146497	1
2449	59591	1
2450	88129	1
2451	162543	0
2452	97319	0
2453	85997	1
2454	185830	1
2455	157088	0
2456	155049	0
2457	152212	0
2458	141186	0
2459	80841	0
2460	59389	0
2461	28383	0
2462	142173	1
2463	76897	1
2464	70663	0
2465	152283	1
2466	32320	0
2467	99297	1
2468	168725	1
2469	46443	1
2470	130895	0
2471	168474	1
2472	171396	1
2473	155714	1
2474	51414	1
2475	146861	0
2476	42354	0
2477	92578	0
2478	16610	1
2479	100645	1
2480	58000	0
2481	34364	1
2482	82457	0
2483	147592	0
2484	112650	0
2485	148357	1
2486	182679	0
2487	184470	1
2488	127255	1
2489	188621	1
2490	44782	0
2491	97533	1
2492	156331	0
2493	102582	0
2494	81558	0
2495	133361	1
2496	165071	1
2497	139123	0
2498	179951	0
2499	68808	0
